id,side,timestamp,price,volume,mid_price,cluster
22218,bid,157700,1959.0,25.0,1961.5,0
22219,ask,157700,1962.0,25.0,1961.5,1
22220,bid,157800,1960.0,23.0,1961.5,0
22221,ask,157800,1963.0,23.0,1961.5,1
22222,bid,157900,1959.0,24.0,1961.5,0
22223,ask,157900,1963.0,24.0,1961.5,1
22224,bid,158000,1960.0,27.0,1962.5,0
22225,ask,158000,1964.0,29.0,1962.5,1
22226,bid,158100,1960.0,22.0,1961.5,0
22227,ask,158100,1963.0,23.0,1961.5,1
22228,bid,158200,1960.0,26.0,1961.5,0
22229,ask,158200,1964.0,25.0,1961.5,1
22230,bid,158300,1960.0,31.0,1962.0,0
22231,ask,158300,1964.0,31.0,1962.0,1
22232,bid,158400,1961.0,31.0,1963.5,0
22233,ask,158400,1964.0,31.0,1963.5,1
22234,bid,158500,1960.0,22.0,1961.5,0
22235,ask,158500,1963.0,22.0,1961.5,1
22236,bid,158600,1961.0,27.0,1962.0,0
22237,ask,158600,1965.0,27.0,1962.0,1
22238,bid,158700,1962.0,29.0,1962.5,0
22239,ask,158700,1965.0,29.0,1962.5,1
22240,bid,158800,1962.0,24.0,1964.5,0
22241,ask,158800,1965.0,24.0,1964.5,1
22242,bid,158900,1963.0,32.0,1964.5,0
22243,ask,158900,1967.0,30.0,1964.5,1
22244,bid,159000,1964.0,27.0,1965.5,0
22245,ask,159000,1967.0,27.0,1965.5,1
22246,bid,159100,1964.0,25.0,1966.5,0
22247,ask,159100,1968.0,26.0,1966.5,1
22248,bid,159200,1964.0,30.0,1966.0,0
22249,ask,159200,1968.0,30.0,1966.0,1
22250,ask,159300,1967.0,21.0,1965.5,1
22251,bid,159400,1963.0,24.0,1965.0,0
22252,ask,159400,1967.0,23.0,1965.0,1
22253,bid,159500,1962.0,25.0,1964.5,0
22254,ask,159500,1966.0,26.0,1964.5,1
22255,bid,159600,1962.0,24.0,1964.5,0
22256,ask,159600,1965.0,24.0,1964.5,1
22257,bid,159700,1963.0,30.0,1964.5,0
22258,ask,159700,1966.0,30.0,1964.5,1
22259,bid,159900,1962.0,25.0,1962.5,0
22260,ask,159900,1965.0,25.0,1962.5,1
22261,bid,160000,1962.0,24.0,1964.5,0
22262,ask,160000,1966.0,26.0,1964.5,1
22263,bid,160100,1962.0,33.0,1963.5,0
22264,ask,160100,1965.0,26.0,1963.5,1
22265,bid,160200,1958.0,24.0,1959.0,0
22266,ask,160200,1962.0,24.0,1959.0,1
22267,bid,160300,1960.0,29.0,1961.5,0
22268,ask,160300,1963.0,26.0,1961.5,1
22269,bid,160400,1961.0,23.0,1963.5,0
22270,ask,160400,1964.0,23.0,1963.5,1
22271,bid,160500,1960.0,24.0,1961.5,0
22272,ask,160500,1964.0,22.0,1961.5,1
22273,bid,160600,1960.0,22.0,1961.5,0
22274,ask,160600,1963.0,22.0,1961.5,1
22275,bid,160700,1961.0,26.0,1962.5,0
22276,ask,160700,1964.0,24.0,1962.5,1
22277,bid,160800,1962.0,29.0,1963.5,0
22278,ask,160800,1965.0,29.0,1963.5,1
22279,bid,160900,1963.0,30.0,1965.0,0
22280,ask,160900,1966.0,30.0,1965.0,1
22281,ask,161000,1966.0,27.0,1964.5,1
22282,bid,161100,1963.0,28.0,1965.0,0
22283,ask,161100,1967.0,28.0,1965.0,1
22284,bid,161200,1964.0,31.0,1966.0,0
22285,ask,161200,1968.0,31.0,1966.0,1
22286,bid,161400,1963.0,27.0,1965.0,0
22287,ask,161400,1967.0,26.0,1965.0,1
22288,bid,161500,1964.0,22.0,1966.0,0
22289,ask,161500,1968.0,22.0,1966.0,1
22290,bid,161600,1965.0,22.0,1966.5,0
22291,ask,161600,1968.0,22.0,1966.5,1
22292,bid,161700,1966.0,26.0,1968.5,0
22293,ask,161700,1969.0,26.0,1968.5,1
22294,bid,161800,1967.0,21.0,1968.5,0
22295,ask,161800,1970.0,21.0,1968.5,1
22296,bid,161900,1968.0,23.0,1969.5,0
22297,ask,161900,1972.0,22.0,1969.5,1
22298,bid,162000,1968.0,23.0,1970.5,0
22299,ask,162000,1972.0,23.0,1970.5,1
22300,bid,162100,1967.0,29.0,1968.5,0
22301,ask,162100,1970.0,25.0,1968.5,1
22302,bid,162300,1966.0,28.0,1968.5,0
22303,ask,162300,1970.0,30.0,1968.5,1
22304,bid,162400,1964.0,24.0,1964.5,0
22305,ask,162400,1968.0,24.0,1964.5,1
22306,bid,162500,1963.0,24.0,1964.0,0
22307,ask,162500,1966.0,24.0,1964.0,1
22308,bid,162600,1962.0,21.0,1962.5,0
22309,ask,162600,1965.0,21.0,1962.5,1
22310,bid,162700,1961.0,24.0,1963.0,0
22311,ask,162700,1965.0,24.0,1963.0,1
22312,bid,162800,1962.0,29.0,1963.0,0
22313,ask,162800,1965.0,29.0,1963.0,1
22314,bid,162900,1960.0,23.0,1961.0,0
22315,ask,162900,1964.0,23.0,1961.0,1
22316,bid,163000,1960.0,30.0,1961.5,0
22317,ask,163000,1963.0,30.0,1961.5,1
22318,bid,163100,1967.0,28.0,1968.5,0
22319,ask,163100,1970.0,28.0,1968.5,1
22320,bid,163200,1966.0,21.0,1968.0,0
22321,ask,163200,1970.0,21.0,1968.0,1
22322,bid,163300,1967.0,27.0,1968.5,0
22323,ask,163300,1970.0,27.0,1968.5,1
22324,bid,163400,1967.0,22.0,1968.5,0
22325,ask,163400,1970.0,22.0,1968.5,1
22326,bid,163500,1967.0,30.0,1968.5,0
22327,ask,163500,1970.0,30.0,1968.5,1
22328,bid,163600,1965.0,28.0,1966.5,0
22329,ask,163600,1968.0,28.0,1966.5,1
22330,bid,163700,1967.0,26.0,1968.5,0
22331,ask,163700,1970.0,26.0,1968.5,1
22332,bid,163800,1965.0,26.0,1967.0,0
22333,ask,163800,1969.0,26.0,1967.0,1
22334,bid,163900,1965.0,24.0,1967.0,0
22335,ask,163900,1969.0,24.0,1967.0,1
22336,bid,164000,1966.0,39.0,1967.5,0
22337,ask,164000,1969.0,31.0,1967.5,1
22338,bid,164100,1964.0,22.0,1966.5,0
22339,ask,164100,1968.0,24.0,1966.5,1
22340,bid,164200,1964.0,25.0,1965.5,0
22341,ask,164200,1967.0,25.0,1965.5,1
22342,bid,164300,1964.0,24.0,1966.5,0
22343,ask,164300,1968.0,24.0,1966.5,1
22344,bid,164400,1964.0,26.0,1966.0,0
22345,ask,164400,1968.0,26.0,1966.0,1
22346,bid,164500,1964.0,27.0,1965.5,0
22347,ask,164500,1967.0,27.0,1965.5,1
22348,bid,164600,1965.0,23.0,1967.5,0
22349,ask,164600,1969.0,22.0,1967.5,1
22350,bid,164700,1965.0,24.0,1967.5,0
22351,ask,164700,1969.0,26.0,1967.5,1
22352,bid,164800,1967.0,21.0,1969.5,0
22353,ask,164800,1971.0,23.0,1969.5,1
22354,bid,164900,1968.0,29.0,1968.5,0
22355,ask,164900,1971.0,29.0,1968.5,1
22356,bid,165000,1967.0,25.0,1970.0,0
22357,ask,165000,1971.0,25.0,1970.0,1
22358,bid,165100,1969.0,30.0,1971.5,0
22359,ask,165100,1972.0,30.0,1971.5,1
22360,bid,165200,1968.0,21.0,1968.5,0
22361,ask,165200,1971.0,21.0,1968.5,1
22362,bid,165300,1966.0,22.0,1967.0,0
22363,ask,165300,1970.0,22.0,1967.0,1
22364,bid,165400,1966.0,24.0,1967.5,0
22365,ask,165400,1969.0,24.0,1967.5,1
22366,bid,165500,1965.0,22.0,1967.0,0
22367,ask,165500,1968.0,22.0,1967.0,1
22368,bid,165600,1965.0,26.0,1966.5,0
22369,ask,165600,1968.0,26.0,1966.5,1
22370,bid,165700,1965.0,31.0,1967.5,0
22371,ask,165700,1968.0,31.0,1967.5,1
22372,bid,165800,1966.0,26.0,1967.5,0
22373,ask,165800,1969.0,26.0,1967.5,1
22374,bid,165900,1965.0,30.0,1966.5,0
22375,ask,165900,1968.0,30.0,1966.5,1
22376,bid,166000,1964.0,24.0,1966.5,0
22377,ask,166000,1967.0,24.0,1966.5,1
22378,bid,166100,1963.0,27.0,1964.5,0
22379,ask,166100,1966.0,27.0,1964.5,1
22380,bid,166200,1963.0,24.0,1963.5,0
22381,ask,166200,1966.0,24.0,1963.5,1
22382,bid,166300,1964.0,30.0,1965.5,0
22383,ask,166300,1967.0,30.0,1965.5,1
22384,bid,166400,1962.0,29.0,1964.0,0
22385,ask,166400,1966.0,29.0,1964.0,1
22386,bid,166500,1962.0,24.0,1964.0,0
22387,ask,166500,1966.0,24.0,1964.0,1
22388,bid,166600,1962.0,21.0,1964.0,0
22389,ask,166600,1966.0,21.0,1964.0,1
22390,bid,166700,1962.0,28.0,1964.5,0
22391,ask,166700,1966.0,29.0,1964.5,1
22392,bid,166800,1962.0,26.0,1964.5,0
22393,ask,166800,1966.0,28.0,1964.5,1
22394,bid,166900,1963.0,33.0,1964.5,0
22395,ask,166900,1966.0,26.0,1964.5,1
22396,bid,167000,1963.0,23.0,1964.5,0
22397,ask,167000,1966.0,28.0,1964.5,1
22398,bid,167100,1963.0,28.0,1964.5,0
22399,ask,167100,1967.0,27.0,1964.5,1
22400,bid,167200,1963.0,29.0,1965.0,0
22401,ask,167200,1967.0,29.0,1965.0,1
22402,bid,167300,1964.0,28.0,1966.0,0
22403,ask,167300,1968.0,28.0,1966.0,1
22404,bid,167400,1965.0,27.0,1966.5,0
22405,ask,167400,1968.0,27.0,1966.5,1
22406,bid,167500,1965.0,23.0,1967.0,0
22407,ask,167500,1969.0,23.0,1967.0,1
22408,bid,167600,1966.0,29.0,1967.0,0
22409,ask,167600,1970.0,29.0,1967.0,1
22410,bid,167700,1966.0,28.0,1967.0,0
22411,ask,167700,1969.0,28.0,1967.0,1
22412,bid,167800,1966.0,22.0,1968.5,0
22413,ask,167800,1969.0,22.0,1968.5,1
22414,bid,167900,1966.0,32.0,1967.5,0
22415,ask,167900,1969.0,32.0,1967.5,1
22416,bid,168000,1966.0,29.0,1968.0,0
22417,ask,168000,1970.0,29.0,1968.0,1
22418,bid,168100,1967.0,26.0,1968.5,0
22419,ask,168100,1971.0,24.0,1968.5,1
22420,bid,168200,1966.0,25.0,1968.0,0
22421,ask,168200,1970.0,25.0,1968.0,1
22422,bid,168300,1966.0,29.0,1967.5,0
22423,ask,168300,1970.0,28.0,1967.5,1
22424,bid,168400,1967.0,25.0,1968.5,0
22425,ask,168400,1970.0,25.0,1968.5,1
22426,bid,168500,1968.0,25.0,1969.5,0
22427,ask,168500,1971.0,25.0,1969.5,1
22428,bid,168600,1968.0,22.0,1969.0,0
22429,ask,168600,1971.0,22.0,1969.0,1
22430,bid,168700,1968.0,25.0,1969.0,0
22431,ask,168700,1972.0,25.0,1969.0,1
22432,bid,168800,1968.0,25.0,1969.0,0
22433,ask,168800,1972.0,25.0,1969.0,1
22434,bid,169000,1971.0,28.0,1972.0,0
22435,ask,169000,1974.0,28.0,1972.0,1
22436,bid,169100,1973.0,27.0,1974.5,0
22437,ask,169100,1976.0,27.0,1974.5,1
22438,bid,169200,1970.0,22.0,1972.5,0
22439,ask,169200,1973.0,22.0,1972.5,1
22440,bid,169300,1972.0,33.0,1973.5,0
22441,ask,169300,1975.0,29.0,1973.5,1
22442,bid,169400,1972.0,23.0,1974.0,0
22443,ask,169400,1976.0,23.0,1974.0,1
22444,bid,169500,1972.0,25.0,1974.5,0
22445,ask,169500,1975.0,25.0,1974.5,1
22446,bid,169600,1972.0,26.0,1973.5,0
22447,ask,169600,1975.0,26.0,1973.5,1
22448,bid,169700,1970.0,36.0,1971.5,0
22449,ask,169700,1973.0,30.0,1971.5,1
22450,bid,169800,1970.0,32.0,1971.5,0
22451,ask,169800,1973.0,32.0,1971.5,1
22452,bid,169900,1970.0,29.0,1971.5,0
22453,ask,169900,1973.0,30.0,1971.5,1
22454,bid,170000,1970.0,26.0,1971.5,0
22455,ask,170000,1973.0,26.0,1971.5,1
22456,bid,170100,1969.0,32.0,1971.0,0
22457,ask,170100,1973.0,32.0,1971.0,1
22458,bid,170200,1969.0,21.0,1970.5,0
22459,ask,170200,1972.0,22.0,1970.5,1
22460,bid,170300,1972.0,23.0,1973.5,0
22461,ask,170300,1975.0,23.0,1973.5,1
22462,bid,170400,1971.0,31.0,1973.5,0
22463,ask,170400,1975.0,30.0,1973.5,1
22464,bid,170500,1971.0,32.0,1973.0,0
22465,ask,170500,1975.0,30.0,1973.0,1
22466,bid,170600,1969.0,24.0,1971.0,0
22467,ask,170600,1973.0,24.0,1971.0,1
22468,bid,170700,1967.0,29.0,1969.0,0
22469,ask,170700,1971.0,29.0,1969.0,1
22470,bid,170800,1967.0,26.0,1968.5,0
22471,ask,170800,1970.0,26.0,1968.5,1
22472,bid,170900,1964.0,28.0,1966.5,0
22473,ask,170900,1968.0,28.0,1966.5,1
22474,bid,171000,1964.0,27.0,1964.5,0
22475,ask,171000,1968.0,27.0,1964.5,1
22476,bid,171100,1963.0,30.0,1964.0,0
22477,ask,171100,1966.0,30.0,1964.0,1
22478,bid,171200,1963.0,21.0,1964.5,0
22479,ask,171200,1966.0,21.0,1964.5,1
22480,bid,171300,1964.0,25.0,1966.5,0
22481,ask,171300,1968.0,25.0,1966.5,1
22482,bid,171400,1963.0,30.0,1964.5,0
22483,ask,171400,1966.0,30.0,1964.5,1
22484,bid,171500,1964.0,23.0,1965.5,0
22485,ask,171500,1967.0,23.0,1965.5,1
22486,bid,171600,1966.0,28.0,1967.0,0
22487,ask,171600,1969.0,32.0,1967.0,1
22488,bid,171700,1968.0,23.0,1969.5,0
22489,ask,171700,1971.0,23.0,1969.5,1
22490,bid,171800,1968.0,27.0,1970.0,0
22491,ask,171800,1972.0,27.0,1970.0,1
22492,bid,171900,1969.0,26.0,1971.0,0
22493,ask,171900,1973.0,26.0,1971.0,1
22494,bid,172000,1969.0,28.0,1970.5,0
22495,ask,172000,1972.0,28.0,1970.5,1
22496,bid,172100,1966.0,31.0,1967.5,0
22497,ask,172100,1969.0,25.0,1967.5,1
22498,bid,172200,1968.0,26.0,1970.0,0
22499,ask,172200,1972.0,26.0,1970.0,1
22500,bid,172300,1968.0,22.0,1969.5,0
22501,ask,172300,1971.0,22.0,1969.5,1
22502,bid,172400,1967.0,23.0,1968.5,0
22503,ask,172400,1970.0,23.0,1968.5,1
22504,bid,172500,1967.0,22.0,1968.0,0
22505,ask,172500,1971.0,22.0,1968.0,1
22506,bid,172600,1969.0,33.0,1970.5,0
22507,ask,172600,1972.0,29.0,1970.5,1
22508,bid,172700,1971.0,29.0,1972.5,0
22509,ask,172700,1974.0,29.0,1972.5,1
22510,bid,172900,1970.0,27.0,1971.0,0
22511,ask,172900,1974.0,27.0,1971.0,1
22512,bid,173000,1971.0,31.0,1973.5,0
22513,ask,173000,1975.0,31.0,1973.5,1
22514,ask,173100,1974.0,21.0,1972.5,1
22515,bid,173200,1972.0,22.0,1973.5,0
22516,ask,173200,1975.0,23.0,1973.5,1
22517,bid,173300,1971.0,27.0,1971.5,0
22518,ask,173300,1975.0,27.0,1971.5,1
22519,bid,173400,1972.0,26.0,1973.5,0
22520,ask,173400,1975.0,26.0,1973.5,1
22521,bid,173500,1972.0,36.0,1973.5,0
22522,ask,173500,1975.0,31.0,1973.5,1
22523,bid,173600,1971.0,29.0,1972.5,0
22524,ask,173600,1974.0,29.0,1972.5,1
22525,bid,173700,1971.0,27.0,1973.5,0
22526,ask,173700,1974.0,27.0,1973.5,1
22527,bid,173800,1971.0,29.0,1974.0,0
22528,ask,173800,1975.0,29.0,1974.0,1
22529,bid,173900,1971.0,28.0,1974.0,0
22530,ask,173900,1975.0,28.0,1974.0,1
22531,bid,174000,1972.0,25.0,1973.5,0
22532,ask,174000,1975.0,25.0,1973.5,1
22533,bid,174100,1972.0,30.0,1973.5,0
22534,ask,174100,1975.0,22.0,1973.5,1
22535,bid,174200,1971.0,25.0,1972.5,0
22536,ask,174200,1974.0,25.0,1972.5,1
22537,bid,174300,1970.0,29.0,1972.0,0
22538,ask,174300,1974.0,29.0,1972.0,1
22539,bid,174400,1970.0,28.0,1972.0,0
22540,ask,174400,1974.0,27.0,1972.0,1
22541,bid,174500,1970.0,23.0,1972.0,0
22542,ask,174500,1974.0,23.0,1972.0,1
22543,bid,174600,1971.0,23.0,1972.5,0
22544,ask,174600,1974.0,23.0,1972.5,1
22545,bid,174700,1971.0,29.0,1973.0,0
22546,ask,174700,1975.0,29.0,1973.0,1
22547,bid,174800,1971.0,22.0,1974.0,0
22548,ask,174800,1975.0,22.0,1974.0,1
22549,bid,174900,1972.0,31.0,1973.5,0
22550,ask,174900,1975.0,31.0,1973.5,1
22551,bid,175000,1971.0,27.0,1973.0,0
22552,ask,175000,1975.0,27.0,1973.0,1
22553,bid,175100,1972.0,27.0,1973.0,0
22554,ask,175100,1975.0,27.0,1973.0,1
22555,bid,175200,1972.0,36.0,1973.5,0
22556,ask,175200,1975.0,29.0,1973.5,1
22557,bid,175300,1971.0,22.0,1972.5,0
22558,ask,175300,1974.0,22.0,1972.5,1
22559,bid,175400,1971.0,26.0,1973.0,0
22560,ask,175400,1975.0,26.0,1973.0,1
22561,bid,175500,1970.0,29.0,1971.5,0
22562,ask,175500,1973.0,29.0,1971.5,1
22563,bid,175600,1969.0,26.0,1970.5,0
22564,ask,175600,1972.0,26.0,1970.5,1
22565,bid,175700,1970.0,24.0,1971.5,0
22566,ask,175700,1973.0,24.0,1971.5,1
22567,bid,175800,1970.0,29.0,1971.5,0
22568,ask,175800,1973.0,29.0,1971.5,1
22569,bid,175900,1970.0,31.0,1971.0,0
22570,ask,175900,1973.0,31.0,1971.0,1
22571,bid,176000,1971.0,29.0,1972.5,0
22572,ask,176000,1974.0,30.0,1972.5,1
22573,bid,176100,1971.0,24.0,1972.5,0
22574,ask,176100,1974.0,22.0,1972.5,1
22575,bid,176200,1971.0,29.0,1972.5,0
22576,ask,176200,1974.0,29.0,1972.5,1
22577,bid,176300,1971.0,23.0,1972.5,0
22578,ask,176300,1974.0,23.0,1972.5,1
22579,bid,176400,1971.0,24.0,1972.5,0
22580,ask,176400,1974.0,24.0,1972.5,1
22581,bid,176500,1969.0,28.0,1971.0,0
22582,ask,176500,1973.0,28.0,1971.0,1
22583,bid,176600,1970.0,23.0,1972.5,0
22584,ask,176600,1974.0,23.0,1972.5,1
22585,bid,176700,1970.0,21.0,1971.0,0
22586,ask,176700,1974.0,21.0,1971.0,1
22587,bid,176800,1968.0,29.0,1970.0,0
22588,ask,176800,1972.0,29.0,1970.0,1
22589,bid,176900,1968.0,21.0,1969.0,0
22590,bid,177000,1969.0,32.0,1970.5,0
22591,ask,177000,1972.0,24.0,1970.5,1
22592,bid,177100,1969.0,28.0,1970.5,0
22593,ask,177100,1972.0,28.0,1970.5,1
22594,bid,177200,1969.0,21.0,1971.0,0
22595,ask,177200,1973.0,21.0,1971.0,1
22596,bid,177400,1969.0,21.0,1970.5,0
22597,ask,177400,1972.0,22.0,1970.5,1
22598,bid,177500,1969.0,28.0,1970.0,0
22599,ask,177500,1972.0,28.0,1970.0,1
22600,bid,177600,1969.0,25.0,1970.5,0
22601,ask,177600,1972.0,25.0,1970.5,1
22602,bid,177700,1970.0,22.0,1971.5,0
22603,ask,177700,1973.0,22.0,1971.5,1
22604,bid,177800,1969.0,26.0,1971.0,0
22605,ask,177800,1973.0,26.0,1971.0,1
22606,bid,177900,1969.0,25.0,1970.5,0
22607,ask,177900,1972.0,25.0,1970.5,1
22608,bid,178000,1967.0,23.0,1969.0,0
22609,ask,178000,1971.0,23.0,1969.0,1
22610,bid,178100,1968.0,28.0,1969.5,0
22611,ask,178100,1972.0,27.0,1969.5,1
22612,bid,178200,1969.0,26.0,1970.5,0
22613,ask,178200,1972.0,26.0,1970.5,1
22614,bid,178300,1969.0,30.0,1971.0,0
22615,ask,178300,1973.0,30.0,1971.0,1
22616,bid,178400,1970.0,27.0,1971.5,0
22617,ask,178400,1973.0,27.0,1971.5,1
22618,bid,178500,1970.0,26.0,1972.0,0
22619,ask,178500,1974.0,26.0,1972.0,1
22620,bid,178600,1970.0,25.0,1971.5,0
22621,bid,178700,1970.0,27.0,1971.5,0
22622,ask,178700,1974.0,29.0,1971.5,1
22623,bid,178800,1970.0,37.0,1971.5,0
22624,ask,178800,1973.0,31.0,1971.5,1
22625,bid,178900,1969.0,24.0,1970.5,0
22626,ask,178900,1972.0,22.0,1970.5,1
22627,bid,179000,1970.0,30.0,1972.5,0
22628,ask,179000,1974.0,30.0,1972.5,1
22629,bid,179100,1970.0,25.0,1972.5,0
22630,ask,179100,1974.0,25.0,1972.5,1
22631,bid,179200,1970.0,31.0,1972.0,0
22632,ask,179200,1974.0,31.0,1972.0,1
22633,bid,179300,1970.0,32.0,1971.5,0
22634,ask,179300,1973.0,32.0,1971.5,1
22635,bid,179400,1969.0,25.0,1971.5,0
22636,ask,179400,1973.0,25.0,1971.5,1
22637,bid,179500,1969.0,29.0,1971.0,0
22638,ask,179500,1973.0,29.0,1971.0,1
22639,bid,179600,1969.0,23.0,1970.0,0
22640,ask,179600,1972.0,23.0,1970.0,1
22641,bid,179700,1969.0,26.0,1971.5,0
22642,ask,179700,1972.0,26.0,1971.5,1
22643,bid,179800,1969.0,27.0,1970.5,0
22644,ask,179800,1972.0,24.0,1970.5,1
22645,bid,179900,1970.0,27.0,1971.0,0
22646,ask,179900,1973.0,27.0,1971.0,1
22647,bid,180000,1969.0,24.0,1970.5,0
22648,ask,180000,1972.0,24.0,1970.5,1
22649,bid,180100,1969.0,26.0,1971.0,0
22650,ask,180100,1973.0,26.0,1971.0,1
22651,bid,180200,1970.0,23.0,1972.5,0
22652,ask,180200,1974.0,24.0,1972.5,1
22653,bid,180300,1970.0,24.0,1972.0,0
22654,ask,180300,1974.0,24.0,1972.0,1
22655,bid,180400,1969.0,26.0,1971.5,0
22656,ask,180400,1973.0,26.0,1971.5,1
22657,bid,180500,1969.0,23.0,1972.0,0
22658,ask,180500,1973.0,23.0,1972.0,1
22659,bid,180600,1970.0,28.0,1971.5,0
22660,ask,180600,1973.0,26.0,1971.5,1
22661,bid,180700,1969.0,25.0,1971.5,0
22662,ask,180700,1973.0,25.0,1971.5,1
22663,bid,180800,1970.0,30.0,1971.5,0
22664,ask,180800,1973.0,30.0,1971.5,1
22665,bid,180900,1970.0,27.0,1971.5,0
22666,ask,180900,1974.0,26.0,1971.5,1
22667,bid,181000,1969.0,32.0,1970.0,0
22668,ask,181000,1973.0,32.0,1970.0,1
22669,bid,181100,1969.0,27.0,1971.0,0
22670,ask,181100,1973.0,27.0,1971.0,1
22671,bid,181200,1970.0,24.0,1971.5,0
22672,ask,181200,1973.0,24.0,1971.5,1
22673,bid,181300,1970.0,27.0,1972.0,0
22674,ask,181300,1974.0,27.0,1972.0,1
22675,bid,181400,1969.0,30.0,1971.0,0
22676,ask,181400,1973.0,30.0,1971.0,1
22677,bid,181500,1969.0,24.0,1970.5,0
22678,ask,181500,1972.0,25.0,1970.5,1
22679,bid,181600,1968.0,31.0,1968.5,0
22680,ask,181600,1972.0,31.0,1968.5,1
22681,bid,181700,1969.0,27.0,1970.5,0
22682,bid,181800,1968.0,27.0,1969.5,0
22683,ask,181800,1971.0,28.0,1969.5,1
22684,bid,181900,1969.0,28.0,1970.0,0
22685,ask,181900,1972.0,28.0,1970.0,1
22686,bid,182000,1969.0,25.0,1970.5,0
22687,ask,182000,1972.0,25.0,1970.5,1
22688,bid,182100,1969.0,30.0,1970.5,0
22689,ask,182100,1972.0,32.0,1970.5,1
22690,bid,182200,1969.0,28.0,1972.0,0
22691,ask,182200,1973.0,28.0,1972.0,1
22692,bid,182300,1969.0,29.0,1970.5,0
22693,ask,182300,1972.0,26.0,1970.5,1
22694,bid,182400,1968.0,32.0,1970.0,0
22695,ask,182400,1972.0,32.0,1970.0,1
22696,bid,182600,1968.0,23.0,1969.5,0
22697,ask,182600,1971.0,23.0,1969.5,1
22698,bid,182700,1969.0,25.0,1970.5,0
22699,ask,182700,1972.0,25.0,1970.5,1
22700,bid,182800,1968.0,27.0,1968.5,0
22701,ask,182800,1972.0,27.0,1968.5,1
22702,bid,182900,1969.0,34.0,1970.5,0
22703,ask,182900,1972.0,30.0,1970.5,1
22704,bid,183000,1969.0,28.0,1970.5,0
22705,ask,183000,1972.0,22.0,1970.5,1
22706,bid,183100,1967.0,21.0,1969.5,0
22707,bid,183200,1967.0,30.0,1968.5,0
22708,ask,183200,1970.0,30.0,1968.5,1
22709,bid,183400,1968.0,23.0,1969.5,0
22710,ask,183400,1971.0,23.0,1969.5,1
22711,bid,183500,1968.0,29.0,1969.0,0
22712,ask,183500,1972.0,28.0,1969.0,1
22713,bid,183600,1968.0,29.0,1970.5,0
22714,ask,183600,1972.0,29.0,1970.5,1
22715,bid,183700,1968.0,31.0,1969.5,0
22716,ask,183700,1971.0,31.0,1969.5,1
22717,bid,183800,1968.0,29.0,1970.5,0
22718,ask,183800,1972.0,30.0,1970.5,1
22719,bid,183900,1967.0,24.0,1968.0,0
22720,ask,183900,1970.0,24.0,1968.0,1
22721,bid,184000,1968.0,26.0,1969.5,0
22722,ask,184000,1971.0,26.0,1969.5,1
22723,bid,184100,1967.0,22.0,1969.5,0
22724,ask,184100,1970.0,22.0,1969.5,1
22725,bid,184200,1966.0,27.0,1968.0,0
22726,ask,184200,1970.0,27.0,1968.0,1
22727,bid,184300,1964.0,24.0,1966.0,0
22728,ask,184300,1968.0,24.0,1966.0,1
22729,bid,184400,1963.0,27.0,1965.5,0
22730,ask,184400,1967.0,29.0,1965.5,1
22731,bid,184500,1964.0,25.0,1965.5,0
22732,ask,184500,1967.0,25.0,1965.5,1
22733,bid,184600,1961.0,24.0,1962.0,0
22734,ask,184600,1965.0,24.0,1962.0,1
22735,bid,184700,1962.0,24.0,1964.5,0
22736,ask,184700,1965.0,24.0,1964.5,1
22737,bid,184800,1962.0,23.0,1963.0,0
22738,ask,184800,1965.0,23.0,1963.0,1
22739,bid,184900,1962.0,23.0,1963.5,0
22740,ask,184900,1965.0,23.0,1963.5,1
22741,bid,185000,1962.0,26.0,1963.5,0
22742,ask,185000,1965.0,26.0,1963.5,1
22743,bid,185100,1961.0,39.0,1962.5,0
22744,ask,185100,1964.0,31.0,1962.5,1
22745,bid,185200,1961.0,26.0,1962.5,0
22746,ask,185200,1964.0,26.0,1962.5,1
22747,bid,185300,1962.0,28.0,1963.5,0
22748,ask,185300,1965.0,28.0,1963.5,1
22749,bid,185400,1961.0,23.0,1962.0,0
22750,ask,185400,1965.0,22.0,1962.0,1
22751,bid,185500,1958.0,21.0,1960.5,0
22752,ask,185500,1962.0,21.0,1960.5,1
22753,bid,185600,1958.0,21.0,1959.5,0
22754,ask,185600,1961.0,21.0,1959.5,1
22755,bid,185700,1963.0,21.0,1964.5,0
22756,ask,185700,1966.0,21.0,1964.5,1
22757,bid,185800,1963.0,21.0,1964.5,0
22758,ask,185800,1966.0,21.0,1964.5,1
22759,bid,186000,1962.0,26.0,1963.5,0
22760,ask,186000,1965.0,26.0,1963.5,1
22761,bid,186100,1961.0,24.0,1962.5,0
22762,ask,186100,1964.0,28.0,1962.5,1
22763,bid,186200,1959.0,24.0,1960.0,0
22764,ask,186200,1963.0,24.0,1960.0,1
22765,ask,186300,1963.0,29.0,1961.5,1
22766,bid,186400,1960.0,29.0,1961.5,0
22767,ask,186400,1963.0,30.0,1961.5,1
22768,bid,186500,1962.0,31.0,1963.5,0
22769,ask,186500,1965.0,31.0,1963.5,1
22770,bid,186600,1963.0,29.0,1964.0,0
22771,ask,186600,1966.0,29.0,1964.0,1
22772,bid,186700,1964.0,27.0,1965.5,0
22773,ask,186700,1968.0,25.0,1965.5,1
22774,bid,186800,1963.0,26.0,1964.5,0
22775,bid,186900,1964.0,31.0,1965.5,0
22776,ask,186900,1967.0,31.0,1965.5,1
